Position,Artist,Song Title,Year,JSON file,Split Names,Song Language
43,Kenny Rogers,Lucille,1977,2322.json,Kenny Rogers,en
44,10cc,The Things We Do For Love,1977,2323.json,10cc,en
45,Shaun Cassidy,Da Doo Ron Ron,1977,2324.json,Shaun Cassidy,en
46,James Taylor,Handy Man,1977,2325.json,James Taylor,en
47,"Crosby, Stills and Nash",Just A Song Before I Go,1977,2326.json,"Crosby, Stills",en
48,Alice Cooper,You And Me,1977,2327.json,Alice Cooper,en
49,Johnny Rivers,Swayin' To The Music (Slow Dancin'),1977,2328.json,Johnny Rivers,en
50,Andrew Gold,Lonely Boy,1977,2329.json,Andrew Gold,en
51,Stevie Wonder,I Wish,1977,2330.json,Stevie Wonder,en
52,Fleetwood Mac,Don't Stop,1977,2331.json,Fleetwood Mac,en
53,Heart,Barracuda,1977,2332.json,Heart,en
54,Brothers Johnson,Strawberry Letter 23,1977,2333.json,Brothers Johnson,en
55,Bob Seger and The Silver Bullet Band,Night Moves,1977,2334.json,Bob Seger,en
56,Helen Reddy,You're My World,1977,2335.json,Helen Reddy,en
57,Marshall Tucker Band,Heard It In A Love Song,1977,2336.json,Marshall Tucker B,en
58,Kansas,Carry On Wayward Son,1977,2337.json,Kansas,en
59,Eagles,New Kid In Town,1977,2338.json,Eagles,en
60,Barbra Streisand,My Heart Belongs To Me,1977,2339.json,Barbra Streis,en
61,Engelbert Humperdinck,After The Lovin',1977,2340.json,Engelbert Humperdinck,en
62,Steve Miller Band,Jet Airliner,1977,2341.json,Steve Miller B,en
63,Burton Cummings,Stand Tall,1977,2342.json,Burton Cummings,en
64,Elvis Presley,Way Down,1977,2343.json,Elvis Presley,en
65,Barry Manilow,Weekend In New England,1977,2344.json,Barry Manilow,en
66,Ronnie Milsap,It Was Almost Like A Song,1977,2345.json,Ronnie Milsap,en
67,Sanford Townsend Band,Smoke From A Distant Fire,1977,2346.json,Sanford Townsend B,en
68,Foreigner,Cold As Ice,1977,2347.json,Foreigner,en
69,Dean Friedman,Ariel,1977,2348.json,Dean Friedman,en
70,Bread,Lost Without Your Love,1977,2349.json,Bread,en
72,Floaters,Float On,1977,2351.json,Floaters,en
73,David Dundas,Jeans On,1977,2352.json,David Dundas,en
74,Boz Scaggs,Lido Shuffle,1977,2353.json,Boz Scaggs,en
75,K.C. and The Sunshine Band,Keep It Comin' Love,1977,2354.json,K.C.,en
76,Bay City Rollers,You Made Me Believe In Magic,1977,2355.json,Bay City Rollers,en
77,Electric Light Orchestra,Livin' Thing,1977,2356.json,Electric Light Orchestra,en
78,Supertramp,Give A Little Bit,1977,2357.json,Supertramp,en
79,Shaun Cassidy,That's Rock 'N' Roll,1977,2358.json,Shaun Cassidy,en
80,Bee Gees,Love So Right,1977,2359.json,Bee Gees,en
82,Alice Cooper,I Never Cry,1977,2361.json,Alice Cooper,en
83,Carly Simon,Nobody Does It Better,1977,2362.json,Carly Simon,en
84,Sylvers,High School Dance,1977,2363.json,Sylvers,en
85,Kenny Nolan,Love's Grown Deep,1977,2364.json,Kenny Nolan,en
86,Joe Tex,Ain't Gonna Bump No More (With No Big Fat Woman),1977,2365.json,Joe Tex,en
87,Rose Royce,I Wanna Get Next To You,1977,2366.json,Rose Royce,en
88,Queen,Somebody To Love,1977,2367.json,Queen,en
89,Captain and Tennille,Muskrat Love,1977,2368.json,Captain,en
90,Aerosmith,Walk This Way,1977,2369.json,Aerosmith,en
92,Al Stewart,Year Of The Cat,1977,2371.json,Al Stewart,en
93,Heatwave,Boogie Nights,1977,2372.json,Heatwave,en
94,Fleetwood Mac,Go Your Own Way,1977,2373.json,Fleetwood Mac,en
95,Elton John,Sorry Seems To Be The Hardest Word,1977,2374.json,Elton John,en
96,B.J. Thomas,Don't Worry Baby,1977,2375.json,B.J. Thomas,en
97,ABBA,"Knowing Me, Knowing You",1977,2376.json,ABBA,en
98,Leo Sayer,How Much Love,1977,2377.json,Leo Sayer,en
100,C.J. and Co.,Devil's Gun,1977,2379.json,C.J.,en
1,Andy Gibb,Shadow Dancing,1978,2380.json,Andy Gibb,en
2,Bee Gees,Night Fever,1978,2381.json,Bee Gees,en
3,Debby Boone,You Light Up My Life,1978,2382.json,Debby Boone,en
4,Bee Gees,Stayin' Alive,1978,2383.json,Bee Gees,en
5,Exile,Kiss You All Over,1978,2384.json,Exile,en
6,Bee Gees,How Deep Is Your Love,1978,2385.json,Bee Gees,en
7,Player,Baby Come Back,1978,2386.json,Player,en
8,Andy Gibb,(Love Is) Thicker Than Water,1978,2387.json,Andy Gibb,en
9,A Taste Of Honey,Boogie Oogie Oogie,1978,2388.json,A Taste Of Honey,en
10,Commodores,Three Times A Lady,1978,2389.json,Commodores,en
11,Frankie Valli,Grease,1978,2390.json,Frankie Valli,en
12,Paul Davis,I Go Crazy,1978,2391.json,Paul Davis,en
13,John Travolta and Olivia Newton-John,You're The One That I Want,1978,2392.json,John Travolta,en
14,Samantha Sang,Emotion,1978,2393.json,Samantha Sang,en
15,Eric Clapton,Lay Down Sally,1978,2394.json,Eric Clapton,en
16,Rolling Stones,Miss You,1978,2395.json,Rolling Stones,en
17,Billy Joel,Just The Way You Are,1978,2396.json,Billy Joel,en
18,Wings,With A Little Luck,1978,2397.json,Wings,en
19,Yvonne Elliman,If I Can't Have You,1978,2398.json,Yvonne Elliman,en
20,Chic,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",1978,2399.json,Chic,en
22,Nick Gilder,Hot Child In The City,1978,2401.json,Nick Gilder,en
23,Sweet,Love Is Like Oxygen,1978,2402.json,Sweet,en
24,Bonnie Tyler,It's A Heartache,1978,2403.json,Bonnie Tyler,en
25,Queen,We Will Rock You / We Are The Champions,1978,2404.json,Queen,en
26,Gerry Rafferty,Baker Street,1978,2405.json,Gerry Rafferty,en
27,Barry Manilow,Can't Smile Without You,1978,2406.json,Barry Manilow,en
28,Johnny Mathis and Deniece Williams,"Too Much, Too Little, Too Late",1978,2407.json,Johnny Mathis,en
29,Peter Brown,Dance With Me,1978,2408.json,Peter Brown,en
30,Meat Loaf,Two Out Of Three Ain't Bad,1978,2409.json,Meat Loaf,en
31,Raydio,Jack And Jill,1978,2410.json,Raydio,en
33,Dan Hill,Sometimes When We Touch,1978,2412.json,Dan Hill,en
34,Donna Summer,Last Dance,1978,2413.json,Donna Summer,en
35,Olivia Newton-John,Hopelessly Devoted To You,1978,2414.json,Olivia Newton-John,en
36,Foreigner,Hot Blooded,1978,2415.json,Foreigner,en
37,Rod Stewart,You're In My Heart,1978,2416.json,Rod Stewart,en
38,Roberta Flack and Donny Hathaway,The Closer I Get To You,1978,2417.json,Roberta Flack,en
39,Kansas,Dust In The Wind,1978,2418.json,Kansas,en
40,Walter Egan,Magnet And Steel,1978,2419.json,Walter Egan,en
41,Randy Newman,Short People,1978,2420.json,R,en
42,O'Jays,Use Ta Be My Girl,1978,2421.json,O'Jays,en
43,Natalie Cole,Our Love,1978,2422.json,Natalie Cole,en
44,Pablo Cruise,Love Will Find A Way,1978,2423.json,Pablo Cruise,en
45,Andy Gibb,An Everlasting Love,1978,2424.json,Andy Gibb,en
46,John Paul Young,Love Is In The Air,1978,2425.json,John Paul Young,en
47,David Gates,Goodbye Girl,1978,2426.json,David Gates,en
48,Paul Simon,Slip Slidin' Away,1978,2427.json,Paul Simon,en
49,Heatwave,The Groove Line,1978,2428.json,Heatwave,en
51,Atlanta Rhythm Section,Imaginary Lover,1978,2430.json,Atlanta Rhythm Section,en
52,Bob Seger and The Silver Bullet Band,Still The Same,1978,2431.json,Bob Seger,en
53,Toby Beau,My Angel Baby,1978,2432.json,Toby Beau,en
54,Trammps,Disco Inferno,1978,2433.json,Trammps,en
55,George Benson,On Broadway,1978,2434.json,George Benson,en
56,Styx,Come Sail Away,1978,2435.json,Styx,en
57,L.T.D.,Back In Love Again,1978,2436.json,L.T.D.,en
58,Player,This Time I'm In It For Love,1978,2437.json,Player,en
59,Carly Simon,You Belong To Me,1978,2438.json,Carly Simon,en
60,Dolly Parton,Here You Come Again,1978,2439.json,Dolly Parton,en
61,Linda Ronstadt,Blue Bayou,1978,2440.json,Linda Ronstadt,en
62,Steely Dan,Peg,1978,2441.json,Steely Dan,en
63,Anne Murray,You Needed Me,1978,2442.json,Anne Murray,en
64,"Evelyn ""Champagne"" King",Shame,1978,2443.json,"Evelyn ""Champagne"" King",en
65,Little River Band,Reminiscing,1978,2444.json,Little River B,en
66,Jefferson Starship,Count On Me,1978,2445.json,Jefferson Starship,en
67,Eddie Money,Baby Hold On,1978,2446.json,Eddie Money,en
68,Shaun Cassidy,Hey Deanie,1978,2447.json,Shaun Cassidy,en
69,John Travolta and Olivia Newton-john,Summer Nights,1978,2448.json,John Travolta,en
70,Lynyrd Skynyrd,What's Your Name,1978,2449.json,Lynyrd Skynyrd,en
71,Crystal Gayle,Don't It Make My Brown Eyes Blue,1978,2450.json,Crystal Gayle,en
72,Patti Smith,Because The Night,1978,2451.json,Patti Smith,en
73,Robert Palmer,Every Kinda People,1978,2452.json,Robert Palmer,en
75,Heatwave,Always And Forever,1978,2454.json,Heatwave,en
76,Rick James,You And I,1978,2455.json,Rick James,en
77,"Earth, Wind and Fire",Serpentine Fire,1978,2456.json,"Earth, Wind",en
78,Bob Welch,Sentimental Lady,1978,2457.json,Bob Welch,en
79,LeBlanc and Carr,Falling,1978,2458.json,LeBlanc,en
80,Santa Esmeralda,Dont Let Me Be Misunderstood,1978,2459.json,Santa Esmeralda,en
81,Michael Johnson,Bluer Than Blue,1978,2460.json,Michael Johnson,en
82,Jackson Browne,Running On Empty,1978,2461.json,Jackson Browne,en
83,Kenny Loggins,"Whenever I Call You ""Friend""",1978,2462.json,Kenny Loggins,en
84,Chris Rea,Fool (If You Think It's Over),1978,2463.json,Chris Rea,en
85,Foxy,Get Off,1978,2464.json,Foxy,en
87,Joe Walsh,Life's Been Good,1978,2466.json,Joe Walsh,en
88,Alicia Bridges,I Love The Night Life,1978,2467.json,Alicia Bridges,en
89,High Inergy,You Can't Turn Me Off (In The Middle Of Turning Me On),1978,2468.json,High Inergy,en
90,Linda Ronstadt,It's So Easy,1978,2469.json,Linda Ronstadt,en
91,Odyssey,Native New Yorker,1978,2470.json,Odyssey,en
92,Parliament,Flashlight,1978,2471.json,Parliament,en
93,Boston,Don't Look Back,1978,2472.json,Boston,en
94,Electric Light Orchestra,Turn To Stone,1978,2473.json,Electric Light Orchestra,en
95,Eruption,I Can't Stand The Rain,1978,2474.json,Eruption,en
96,Bob Welch,Ebony Eyes,1978,2475.json,Bob Welch,en
97,ABBA,The Name Of The Game,1978,2476.json,ABBA,en
98,Rita Coolidge,We're All Alone,1978,2477.json,Rita Coolidge,en
99,Bob Seger and The Silver Bullet Band,Hollywood Nights,1978,2478.json,Bob Seger,en
100,Steely Dan,Deacon Blues,1978,2479.json,Steely Dan,en
1,Knack,My Sharona,1979,2480.json,Knack,en
2,Donna Summer,Bad Girls,1979,2481.json,Donna Summer,en
3,Chic,Le Freak,1979,2482.json,Chic,en
4,Rod Stewart,Da Ya Think I'm Sexy,1979,2483.json,Rod Stewart,en
5,Peaches and Herb,Reunited,1979,2484.json,Peaches,en
6,Gloria Gaynor,I Will Survive,1979,2485.json,Gloria Gaynor,en
7,Donna Summer,Hot Stuff,1979,2486.json,Donna Summer,en
8,Village People,Y.M.C.A.,1979,2487.json,Village People,en
9,Anita Ward,Ring My Bell,1979,2488.json,Anita Ward,en
10,Robert John,Sad Eyes,1979,2489.json,Robert John,en
11,Bee Gees,Too Much Heaven,1979,2490.json,Bee Gees,en
12,Donna Summer,MacArthur Park,1979,2491.json,Donna Summer,en
13,Dr. Hook,When You're In Love With A Beautiful Woman,1979,2492.json,Dr. Hook,en
14,David Naughton,Makin' It,1979,2493.json,David Naughton,en
15,Pointer Sisters,Fire,1979,2494.json,Pointer Sisters,en
16,Bee Gees,Tragedy,1979,2495.json,Bee Gees,en
17,Olivia Newton-John,A Little More Love,1979,2496.json,Olivia Newton-John,en
18,Blondie,Heart Of Glass,1979,2497.json,Blondie,en
19,Doobie Brothers,What A Fool Believes,1979,2498.json,Doobie Brothers,en
20,Chic,Good Times,1979,2499.json,Chic,en
21,Barbra Streisand and Neil Diamond,You Don't Bring Me Flowers,1979,2500.json,Barbra Streis,en
22,Amii Stewart,Knock On Wood,1979,2501.json,Amii Stewart,en
23,Suzi Quatro and Chris Norman,Stumblin' In,1979,2502.json,Suzi Quatro,en
24,Maxine Nightingale,Lead Me On,1979,2503.json,Maxine Nightingale,en
25,Jacksons,Shake Your Body,1979,2504.json,Jacksons,en
26,Melissa Manchester,Don't Cry Out Loud,1979,2505.json,Melissa Manchester,en
27,Supertramp,The Logical Song,1979,2506.json,Supertramp,en
28,Billy Joel,My Life,1979,2507.json,Billy Joel,en
29,Randy Vanwarmer,Just When I Needed You Most,1979,2508.json,R,en
30,Raydio,You Can't Change That,1979,2509.json,Raydio,en
31,Peaches and Herb,Shake Your Groove Thing,1979,2510.json,Peaches,en
32,Dionne Warwick,I'll Never Love This Way Again,1979,2511.json,Dionne Warwick,en
33,Bee Gees,Love You Inside Out,1979,2512.json,Bee Gees,en
34,Cheap Trick,I Want You To Want Me,1979,2513.json,Cheap Trick,en
35,Barbra Streisand,The Main Event (Fight),1979,2514.json,Barbra Streis,en
36,Elton John,Mama Can't Buy You Love,1979,2515.json,Elton John,en
37,Leif Garrett,I Was Made For Dancin',1979,2516.json,Leif Garrett,en
38,"Earth, Wind and Fire",After The Love Has Gone,1979,2517.json,"Earth, Wind",en
39,Donna Summer and Brooklyn Dreams,Heaven Knows,1979,2518.json,Donna Summer,en
40,Kenny Rogers,The Gambler,1979,2519.json,Kenny Rogers,en
41,Nicolette Larson,Lotta Love,1979,2520.json,Nicolette Larson,en
42,Little River Band,Lady,1979,2521.json,Little River B,en
43,Bonnie Pointer,Heaven Must Have Sent You,1979,2522.json,Bonnie Pointer,en
44,Toto,Hold The Line,1979,2523.json,Toto,en
45,Sister Sledge,He's The Greatest Dancer,1979,2524.json,Sister Sledge,en
46,Dr. Hook,Sharing The Night Together,1979,2525.json,Dr. Hook,en
47,Kenny Rogers,She Believes In Me,1979,2526.json,Kenny Rogers,en
48,Village People,In The Navy,1979,2527.json,Village People,en
50,Charlie Daniels Band,The Devil Went Down To Georgia,1979,2529.json,Charlie Daniels B,en
51,John Stewart,Gold,1979,2530.json,John Stewart,en
52,Wings,Goodnight Tonight,1979,2531.json,Wings,en
53,Sister Sledge,We Are Family,1979,2532.json,Sister Sledge,en
54,Bad Company,Rock 'N' Roll Fantasy,1979,2533.json,Bad Company,en
55,Hot Chocolate,Every 1's A Winner,1979,2534.json,Hot Chocolate,en
56,Cher,Take Me Home,1979,2535.json,Cher,en
57,"Earth, Wind and Fire",Boogie Wonderland,1979,2536.json,"Earth, Wind",en
58,Andy Gibb,(Our Love) Don't Throw It All Away,1979,2537.json,Andy Gibb,en
59,Bobby Caldwell,What You Won't Do For Love,1979,2538.json,Bobby Caldwell,en
60,Ace Frehley,New York Groove,1979,2539.json,Ace Frehley,en
61,Dire Straits,Sultans Of Swing,1979,2540.json,Dire Straits,en
62,Chic,I Want Your Love,1979,2541.json,Chic,en
63,Rickie Lee Jones,Chuck E's In Love,1979,2542.json,Rickie Lee Jones,en
64,Alicia Bridges,I Love The Night Life,1979,2543.json,Alicia Bridges,en
65,McFadden and Whitehead,Ain't No Stoppin' Us Now,1979,2544.json,McFadden,en
66,Little River Band,Lonesome Loser,1979,2545.json,Little River B,en
67,Styx,Renegade,1979,2546.json,Styx,en
68,England Dan and John Ford Coley,Love Is The Answer,1979,2547.json,Engl,en
69,Cheryl Lynn,Got To Be Real,1979,2548.json,Cheryl Lynn,en
70,Patrick Hernandez,Born To Be Alive,1979,2549.json,Patrick Hern,en
71,Electric Light Orchestra,Shine A Little Love,1979,2550.json,Electric Light Orchestra,en
72,Anne Murray,I Just Fall In Love Again,1979,2551.json,Anne Murray,en
74,Kiss,I Was Made For Lovin' You,1979,2553.json,Kiss,en
75,Gino Vannelli,I Just Wanna Stop,1979,2554.json,Gino Vannelli,en
76,G.Q.,Disco Nights,1979,2555.json,G.Q.,en
77,Linda Ronstadt,Ooh Baby Baby,1979,2556.json,Linda Ronstadt,en
78,"Earth, Wind and Fire",September,1979,2557.json,"Earth, Wind",en
79,Al Stewart,Time Passages,1979,2558.json,Al Stewart,en
81,Electric Light Orchestra,Don't Bring Me Down,1979,2560.json,Electric Light Orchestra,en
82,Eric Clapton,Promises,1979,2561.json,Eric Clapton,en
83,Roger Voudouris,Get Used To It,1979,2562.json,Roger Voudouris,en
84,Ambrosia,How Much I Feel,1979,2563.json,Ambrosia,en
85,Eddie Rabbitt,Suspicions,1979,2564.json,Eddie Rabbitt,en
86,Rex Smith,You Take My Breath Away,1979,2565.json,Rex Smith,en
87,Alice Cooper,How You Gonna See Me Now,1979,2566.json,Alice Cooper,en
88,Foreigner,Double Vision,1979,2567.json,Foreigner,en
89,Babys,Every Time I Think Of You,1979,2568.json,Babys,en
90,Instant Funk,I Got My Mind Made Up,1979,2569.json,Instant Funk,en
91,Michael Jackson,Don't Stop 'Til You Get Enough,1979,2570.json,Michael Jackson,en
92,Robert Palmer,Bad Case Of Lovin' You,1979,2571.json,Robert Palmer,en
93,Barry Manilow,Somewhere In The Night,1979,2572.json,Barry Manilow,en
94,Bob Seger and The Silver Bullet Band,We've Got Tonight,1979,2573.json,Bob Seger,en
95,Van Halen,Dance The Night Away,1979,2574.json,Van Halen,en
96,Nigel Olsson,Dancing Shoes,1979,2575.json,Nigel Olsson,en
97,Diana Ross,The Boss,1979,2576.json,Diana Ross,en
98,Commodores,Sail On,1979,2577.json,Commodores,en
99,G.Q.,I Do Love You,1979,2578.json,G.Q.,en
100,Firefall,Strange Way,1979,2579.json,Firefall,en
1,Blondie,Call Me,1980,2580.json,Blondie,en
3,Olivia Newton-John,Magic,1980,2582.json,Olivia Newton-John,en
4,Michael Jackson,Rock With You,1980,2583.json,Michael Jackson,en
5,Captain and Tennille,Do That To Me One More Time,1980,2584.json,Captain,en
6,Queen,Crazy Little Thing Called Love,1980,2585.json,Queen,en
7,Paul McCartney,Coming Up,1980,2586.json,Paul McCartney,en
8,"Lipps, Inc.",Funkytown,1980,2587.json,"Lipps, Inc.",en
9,Billy Joel,It's Still Rock And Roll To Me,1980,2588.json,Billy Joel,en
10,Bette Midler,The Rose,1980,2589.json,Bette Midler,en
11,Rupert Holmes,Escape (The Pina Colada Song),1980,2590.json,Rupert Holmes,en
12,Gary Numan,Cars,1980,2591.json,Gary Numan,en
13,Smokey Robinson,Cruisin',1980,2592.json,Smokey Robinson,en
15,Air Supply,Lost In Love,1980,2594.json,Air Supply,en
16,Elton John,Little Jeannie,1980,2595.json,Elton John,en
17,Christopher Cross,Ride Like The Wind,1980,2596.json,Christopher Cross,en
18,Diana Ross,Upside Down,1980,2597.json,Diana Ross,en
19,K.C. and The Sunshine Band,Please Don't Go,1980,2598.json,K.C.,en
20,Styx,Babe,1980,2599.json,Styx,en
21,Billy Preston and Syreeta,With You I'm Born Again,1980,2600.json,Billy Preston,en
22,Manhattans,Shining Star,1980,2601.json,Manhattans,en
23,Commodores,Still,1980,2602.json,Commodores,en
25,Dr. Hook,Sexy Eyes,1980,2604.json,Dr. Hook,en
26,Robbie Dupree,Steal Away,1980,2605.json,Robbie Dupree,en
27,Ambrosia,Biggest Part Of Me,1980,2606.json,Ambrosia,en
28,Kenny Loggins,This Is It,1980,2607.json,Kenny Loggins,en
29,Spinners,Cupid/I've Loved You For A Long Time,1980,2608.json,Spinners,en
30,Jermaine Jackson,Let's Get Serious,1980,2609.json,Jermaine Jackson,en
31,Kenny Rogers and Kim Carnes,Don't Fall In Love With A Dreamer,1980,2610.json,Kenny Rogers,en
32,Christopher Cross,Sailing,1980,2611.json,Christopher Cross,en
33,Dan Fogelberg,Longer,1980,2612.json,Dan Fogelberg,en
34,Kenny Rogers,Coward Of The County,1980,2613.json,Kenny Rogers,en
35,Kool and The Gang,Ladies Night,1980,2614.json,Kool,en
36,Kool and The Gang,Too Hot,1980,2615.json,Kool,en
37,S.O.S. Band,Take Your Time,1980,2616.json,S.O.S. B,en
38,Barbra Streisand and Donna Summer,No More Tears (Enough Is Enough),1980,2617.json,Barbra Streis,en
39,Kim Carnes,More Love,1980,2618.json,Kim Carnes,en
40,M,Pop Muzik,1980,2619.json,M,en
41,Pretenders,Brass In Pocket,1980,2620.json,Pretenders,en
42,"Ray, Goodman and Brown",Special Lady,1980,2621.json,"Ray, Goodman",en
43,Stevie Wonder,Send One Your Love,1980,2622.json,Stevie Wonder,en
44,Shalamar,The Second Time Around,1980,2623.json,Shalamar,en
45,Cliff Richard,We Don't Talk Anymore,1980,2624.json,Cliff Richard,en
46,Brothers Johnson,Stomp,1980,2625.json,Brothers Johnson,en
47,Eagles,Heartache Tonight,1980,2626.json,Eagles,en
48,Rocky Burnette,Tired Of Toein' The Line,1980,2627.json,Rocky Burnette,en
49,Dr. Hook,Better Love Next Time,1980,2628.json,Dr. Hook,en
50,Rupert Holmes,Him,1980,2629.json,Rupert Holmes,en
51,Bob Seger and The Silver Bullet Band,Against The Wind,1980,2630.json,Bob Seger,en
52,Donna Summer,On The Radio,1980,2631.json,Donna Summer,en
53,Rolling Stones,Emotional Rescue,1980,2632.json,Rolling Stones,en
55,Air Supply,All Out Of Love,1980,2634.json,Air Supply,en
56,Little River Band,Cool Change,1980,2635.json,Little River B,en
58,Andy Gibb,Desire,1980,2637.json,Andy Gibb,en
59,Pete Townshend,Let My Love Open The Door,1980,2638.json,Pete Townshend,en
60,Steve Forbert,Romeo's Tune,1980,2639.json,Steve Forbert,en
61,Anne Murray,Daydream Believer,1980,2640.json,Anne Murray,en
62,Eagles,I Can't Tell You Why,1980,2641.json,Eagles,en
63,Isaac Hayes,Don't Let Go,1980,2642.json,Isaac Hayes,en
64,Tom Petty and The Heartbreakers,Don't Do Me Like That,1980,2643.json,Tom Petty,en
65,Michael Jackson,She's Out Of My Life,1980,2644.json,Michael Jackson,en
66,Irene Cara,Fame,1980,2645.json,Irene Cara,en
67,Bob Seger and The Silver Bullet Band,Fire Lake,1980,2646.json,Bob Seger,en
68,Linda Ronstadt,How Do I Make You,1980,2647.json,Linda Ronstadt,en
69,Benny Mardones,Into The Night,1980,2648.json,Benny Mardones,en
70,Pure Prairie League,Let Me Love You Tonight,1980,2649.json,Pure Prairie League,en
71,Genesis,Misunderstanding,1980,2650.json,Genesis,en
72,Dirt Band,An American Dream,1980,2651.json,Dirt B,en
73,Carole King,One Fine Day,1980,2652.json,Carole King,en
74,Donna Summer,Dim All The Lights,1980,2653.json,Donna Summer,en
